fecha;PM10;Velocidad;Direccion;Temperatura;HR;Presion ;Rad Solar;Precipitacion;OZONO;NO;NO2;NOX;PM2.5;CO;SO2
8/02/2024 8:00;56;1;329;11,5;87,96;565;143;0;0,6;120,2;13,3;133,5;38;1,03;0
8/02/2024 9:00;45;1,5;344;16,9;81,37;565;358;0;2,7;60,8;13,8;74,6;25;0,72;0
8/02/2024 10:00;30;2,1;347;19,2;62,67;566;469;0;0;0;0;0;14;0;0
8/02/2024 11:00;26;1,8;330;18,9;55,94;565;267;0;0;0;0;0;10;0;0
8/02/2024 12:00;23;1,6;101;18,6;57,17;565;196;0;0;0;0;0;7;0;0
8/02/2024 13:00;18;1,5;104;20,3;54,2;564;336;0;8,9;5,1;4,3;9,4;5;0,28;0
8/02/2024 14:00;25;1,9;304;18,7;57,25;564;109;0;10,1;3,1;4,5;7,7;7;0,25;0
8/02/2024 15:00;18;1,1;284;17;69,54;563;86;0,2;9,8;1,2;6,5;7,7;10;0,24;0
8/02/2024 16:00;29;1,5;273;18,7;66,28;563;181;0;13,2;1,8;4,7;6,4;14;0,25;0
8/02/2024 17:00;48;1,2;234;17,6;69,1;563;58;0;12,2;2,4;14,2;16,6;24;0,35;0
8/02/2024 18:00;45;0,9;254;16,9;71,24;564;20;0;11,8;2,8;14,6;17,5;28;0,38;0
8/02/2024 19:00;37;0,6;274;15,3;75,72;564;0;0;6,1;0,8;19,4;20,1;25;0,45;0
8/02/2024 20:00;47;0,5;305;15;79,15;564;0;0;2,5;2,4;24,5;26,9;24;0,59;0
8/02/2024 21:00;41;0,5;315;14,1;77,95;565;0;0;1,7;0,8;20,7;21,5;14;0,46;0
8/02/2024 22:00;41;0,5;312;12,9;80,91;565;0;0;0,3;7,9;20,3;28,2;17;0,54;0
8/02/2024 23:00;49;0,6;333;13,2;83,92;565;0;0;0;53;17,8;70,8;22;0,79;0
9/02/2024 0:00;29;0,6;224;13,7;82,83;565;0;0;1;8,6;17,2;25,8;21;0,46;0
9/02/2024 1:00;44;0,5;310;13,5;81,93;565;0;0;0,1;29,1;19;48,1;24;0,64;0
9/02/2024 2:00;47;0,6;297;13,3;82,12;564;0;0;0,1;30,4;17;47,3;19;0,61;0
9/02/2024 3:00;45;0,4;328;13,2;83,47;564;0;0;0,1;39,5;16,1;55,5;20;0,69;0
9/02/2024 4:00;56;0,4;311;13,4;83,67;564;0;0;0,2;52,7;16,2;68,8;26;0,67;0
9/02/2024 5:00;55;0,4;291;13,4;83,97;564;0;0;0,1;91,7;14,7;106,4;24;0,76;0
9/02/2024 6:00;48;0,7;344;13;84,04;564;0;0;0;95,2;13,6;108,8;25;0,82;0
9/02/2024 7:00;62;0,5;269;12,3;84,72;564;7;0;0,3;123,3;11,8;135,1;29;1,45;0
9/02/2024 8:00;89;0,6;221;15,6;85,12;565;133;0;1;145,4;20;165,4;53;1,74;0
9/02/2024 9:00;31;0,8;232;20,5;61,97;565;273;0;7,3;13,6;8,7;22,3;8;0,41;0
9/02/2024 10:00;24;1,7;142;20,9;53,48;565;450;0;10,5;4,8;3,4;8,2;5;0,27;0
9/02/2024 11:00;23;1,8;107;20,2;50,13;565;255;0;10,6;5,4;4,5;10;5;0,29;0
9/02/2024 12:00;23;1,7;87;19,9;53,89;565;248;0;9,8;6,7;5,6;12,3;6;0,34;0
9/02/2024 13:00;28;1,4;87;18,9;58,91;564;138;0,3;9;4,8;4,7;9,5;6;0,3;0
9/02/2024 14:00;25;1,9;65;18,9;63,16;564;227;0;9,2;6,7;5,6;12,3;5;0,33;0
9/02/2024 15:00;16;3,2;64;20,5;58,76;563;464;0;9,6;9,1;5,1;14,2;6;0,31;0
9/02/2024 16:00;24;2;106;21;54,35;563;295;0;9,7;9,1;6,6;15,8;6;0,33;0
9/02/2024 17:00;23;3;81;20,2;54,01;563;193;0;9,8;9,8;7;16,7;8;0,36;0
9/02/2024 18:00;17;1,9;133;17,5;58,77;563;15;0;8,9;6,2;7,7;13,8;5;0,35;0
9/02/2024 19:00;24;1,2;137;15,7;64,61;563;0;0;5,6;8;11,4;19,3;3;0,38;0
9/02/2024 20:00;22;0,7;286;14;69,74;564;0;0;2,5;18,5;13,2;31,7;9;0,47;0
9/02/2024 21:00;46;0,8;45;13,2;74,69;564;0;0;1,1;47,8;14,9;62,7;16;0,65;0
9/02/2024 22:00;18;1,3;87;14,5;74,34;565;0;0;4,2;9,9;10,6;20,5;10;0,35;0
9/02/2024 23:00;15;1,1;78;14,5;73,08;565;0;0;3,2;12,7;12,5;25,3;6;0,37;0
10/02/2024 0:00;23;0,9;90;14,1;73,13;565;0;0;3;10,9;12,9;23,9;6;0,32;0
10/02/2024 1:00;15;0,7;104;13,9;74,19;565;0;0;4,6;3,8;10,5;14,3;6;0,25;0
10/02/2024 2:00;16;0,4;283;13;77,16;564;0;0;2,5;2,2;10,9;13,2;3;0,25;0
10/02/2024 3:00;18;0,6;282;12,7;79,41;564;0;0;0,7;26,7;12,2;38,8;6;0,32;0
10/02/2024 4:00;18;0,6;313;12;81,76;564;0;0;0,2;38,9;12;50,8;6;0,36;0
10/02/2024 5:00;34;0,7;337;12,5;82,97;564;0;0;0,6;62,3;13,6;75,9;9;0,42;0
10/02/2024 6:00;25;0,9;297;12,6;81,49;564;0;0;0,1;50,6;14,3;64,9;12;0,42;0
10/02/2024 7:00;28;0,5;314;12,6;81,9;564;4;0;0,4;29,1;14,5;43,6;14;0,45;0
10/02/2024 8:00;31;0,8;322;13,8;82,31;565;42;0;1,3;31,2;14,9;46,1;15;0,63;0
10/02/2024 9:00;20;0,9;341;15;77,96;565;96;0,3;2,7;19,1;16,2;35,3;14;0,54;0
10/02/2024 10:00;22;1,8;88;19;67,1;565;463;0;10,5;10,4;5,5;15,9;8;0,32;0
10/02/2024 11:00;17;1,9;148;21,3;52,58;565;673;0;13,9;2,4;1,2;3,7;7;0,24;0
10/02/2024 12:00;15;2,8;47;20,7;49,81;565;465;0;12,3;6,7;4,4;11;13;0,28;0
10/02/2024 13:00;15;1,9;85;21,4;49;564;552;0;14,3;2,9;1,8;4,7;8;0,25;0
10/02/2024 14:00;19;2,3;30;22,3;45,1;564;553;0;14,6;4,1;2,8;6,9;6;0,27;0
10/02/2024 15:00;18;2,5;88;21,1;45;563;269;0;14;5,1;4,8;9,9;4;0,29;0
10/02/2024 16:00;28;4,2;63;21,1;49,98;563;444;0;13,1;6,8;4,3;11,1;5;0,36;0
10/02/2024 17:00;23;4,6;66;19,8;51,28;563;284;0;12,8;8,4;4,6;13,1;11;0,3;0
10/02/2024 18:00;15;2,7;82;18,3;51,59;563;69;0;11,7;5,4;5,6;11;7;0,32;0
10/02/2024 19:00;17;1,3;80;15,4;58,62;564;0;0;5,8;10,4;14,7;25,1;7;0,44;0
10/02/2024 20:00;18;1,6;66;14,2;63,98;564;0;0;7,1;8,5;11,5;20;6;0,38;0
10/02/2024 21:00;30;0,7;76;13;67,51;565;0;0;2,7;10,7;15;25,6;6;0,46;0
10/02/2024 22:00;27;0,8;351;11,5;74,36;565;0;0;1,6;17,2;14,9;32;9;0,48;0
10/02/2024 23:00;15;0,5;299;11,1;75,74;565;0;0;3,6;5;10,7;15,7;8;0,34;0
11/02/2024 0:00;31;0,7;339;9,7;78,59;565;0;0;0,2;54;14,1;68,2;13;0,69;0
11/02/2024 1:00;35;0,6;219;9;81,53;564;0;0;0,1;77;12,5;89,5;14;0,78;0
11/02/2024 2:00;39;0,6;348;8,1;82,37;564;0;0;0,1;93,8;9,8;103,6;11;0,86;0
11/02/2024 3:00;26;0,6;313;8,5;84,76;564;0;0;0;65,3;10,2;75,5;10;0,65;0
11/02/2024 4:00;27;0,5;262;7,9;84,72;563;0;0;0;55,3;9,5;64,9;12;0,6;0
11/02/2024 5:00;37;0,5;39;6,8;83,93;564;0;0;0,1;93,9;6,7;100,6;17;0,63;0
11/02/2024 6:00;31;0,4;318;7;84,88;564;0;0;0,1;70,8;5,6;76,4;19;0,55;0
11/02/2024 7:00;32;0,7;317;8,5;86,24;564;17;0;0,4;42,6;8,8;51,4;13;0,51;0
11/02/2024 8:00;32;1,2;335;12,9;86,05;565;168;0;2,8;22,1;7,7;29,8;17;0,39;0
11/02/2024 9:00;27;1,1;305;18,5;63,72;565;396;0;8,9;10,4;4,6;15;12;0,25;0
11/02/2024 10:00;17;1,4;98;20;47,47;565;405;0;13,7;2,4;1,3;3,6;8;0,16;0
11/02/2024 11:00;12;1,3;288;20,8;42,24;565;352;0;15,7;1;0,3;1,3;6;0,15;0
11/02/2024 12:00;16;2,3;188;21,8;39,59;565;536;0;16,7;1,2;0,4;1,6;5;0,16;0
11/02/2024 13:00;15;2,2;167;22;38,68;564;475;0;16,4;1,4;0,6;2;7;0,16;0
11/02/2024 14:00;20;2,4;157;23,3;35,05;564;712;0;16,2;1,5;0,4;1,9;6;0,15;0
11/02/2024 15:00;17;2,3;132;24;33,6;563;660;0;16,1;2;0,9;2,9;7;0,17;0
11/02/2024 16:00;14;2;141;25;29,74;563;486;0;16,7;2,3;1,2;3,5;6;0,16;0
11/02/2024 17:00;12;1,8;108;24,6;30,47;562;271;0;16,3;2,3;1,6;4;7;0,18;0
11/02/2024 18:00;20;1,5;284;20,2;42,49;563;26;0;15,2;2;3,4;5,3;9;0,22;0
11/02/2024 19:00;25;1,2;220;17;65,47;563;0;0;17;0,3;2,7;3;14;0,19;0
11/02/2024 20:00;28;0,9;347;15,3;69,53;564;0;0;6,5;5,7;17,4;23,2;13;0,45;0
11/02/2024 21:00;29;0,9;117;14,2;66,68;565;0;0;6,2;6,4;13,8;20,2;13;0,32;0
11/02/2024 22:00;30;1;129;13,9;70,62;565;0;0;7,7;4,5;11,3;15,8;15;0,26;0
11/02/2024 23:00;23;0,8;342;12,4;73,12;565;0;0;3,6;7;16,2;23,2;16;0,34;0
12/02/2024 0:00;21;0,9;334;11,8;75,66;565;0;0;4,2;17,1;12,4;29,4;14;0,35;0
12/02/2024 1:00;35;0,7;308;10,1;79,66;565;0;0;0;74,4;16,9;91,4;15;0,69;0
12/02/2024 2:00;31;0,5;330;9,5;82,59;564;0;0;0,1;21,1;16;37;16;0,39;0
12/02/2024 3:00;25;0,8;347;8,8;83,7;564;0;0;0;42;14,4;56,4;18;0,39;0
12/02/2024 4:00;29;0,8;303;8,8;84,95;564;0;0;0;42,8;14,4;57,2;13;0,3;0
12/02/2024 5:00;33;0,6;278;8,7;85,44;564;0;0;0;13,4;14,3;27,8;17;0,26;0
12/02/2024 6:00;43;0,4;268;7,9;85,3;564;0;0;0,1;19,4;13;32,4;23;0,27;0
12/02/2024 7:00;47;0,6;263;7,4;85,05;564;7;0;0,5;0;0;0;25;0,94;0
12/02/2024 8:00;78;1;334;13,5;85,83;565;194;0;1,5;128,6;19,6;148,1;43;1,32;0
12/02/2024 9:00;44;1;321;18,5;64;565;393;0;6,6;33,8;14,3;48,1;25;0,55;0
12/02/2024 10:00;37;1,1;317;21,1;51,14;565;590;0;11,8;13,9;9,4;23,3;17;0,3;0
12/02/2024 11:00;30;1,6;328;22,1;41,6;565;628;0;16,4;4,9;4,7;9,6;15;0,19;0
12/02/2024 12:00;30;1,5;311;23,4;38,12;564;705;0;20,3;2,2;2,4;4,7;14;0,16;0
12/02/2024 13:00;30;1,3;217;24,9;33,6;563;711;0;21,1;2,6;3;5,5;11;0,17;0
12/02/2024 14:00;25;1,4;251;23,9;34,59;563;295;0;21,1;1,9;3,8;5,8;10;0,18;0
12/02/2024 15:00;46;2,7;273;21,9;46,27;563;255;0;26,1;0,9;3,1;4;17;0,19;0
12/02/2024 16:00;66;1,9;234;21,5;50,03;562;128;0;24;0,8;5;5,8;17;0,18;0
12/02/2024 17:00;59;1,9;251;20,1;57,98;562;114;0;26,8;0,8;7,2;8;28;0,25;0
12/02/2024 18:00;50;1,5;245;19,4;61,71;563;60;0;25;0,4;5,6;6,1;26;0,22;0
12/02/2024 19:00;46;1;226;16,6;69,94;563;0;0;21,6;0,3;8,6;8,9;31;0,29;0
12/02/2024 20:00;48;0,7;204;15,9;75,4;564;0;0;15,9;0,4;15,2;15,6;25;0,43;0
12/02/2024 21:00;49;0,5;245;15;77,5;565;0;0;11,2;0,4;16,9;17,3;35;0,47;0
12/02/2024 22:00;70;0,4;303;13,8;79,27;565;0;0;1,8;28,5;32,5;61,1;34;0,71;0
12/02/2024 23:00;79;0,4;160;12,9;82,14;565;0;0;0;125,1;30,3;155,4;40;1,3;0
13/02/2024 0:00;61;0,4;304;13,1;84,08;565;0;0;0,1;86,5;26,3;112,7;37;1;0
13/02/2024 1:00;66;0,5;306;12,4;83,09;565;0;0;0,2;92,8;23;115,8;37;0,79;0
13/02/2024 2:00;63;0,5;353;11,2;83,39;564;0;0;0;150,5;16,8;167,3;28;0,76;0
13/02/2024 3:00;37;0,5;329;10,6;84,15;564;0;0;0,1;65,5;13,5;79;22;0,55;0
13/02/2024 4:00;34;0,7;249;10,6;85,57;564;0;0;0,1;69,2;14;83,2;19;0,45;0
13/02/2024 5:00;46;0,6;313;10,5;85,93;564;0;0;0;103,9;15,1;118,9;33;0,57;0
13/02/2024 6:00;37;0,6;305;9,5;85,2;564;0;0;0,1;71,7;11,6;83,4;27;0,5;0
13/02/2024 7:00;82;0,5;353;9,5;85,69;565;7;0;0,2;262,1;20,6;282,8;60;2,06;0
13/02/2024 8:00;52;1,5;119;14,5;85,09;565;162;0;5,6;54,9;12,2;67,1;27;0,65;0
13/02/2024 9:00;37;1,8;100;18,6;65,69;565;358;0;12,4;7;5,9;12,9;22;0,25;0
13/02/2024 10:00;31;1,6;148;20,9;52,55;566;585;0;12,8;2,8;3,3;6,1;13;0,17;0
13/02/2024 11:00;42;2,3;339;21,1;48,24;565;659;0;0;0;0;0;22;0;0
13/02/2024 12:00;0;1,5;295;22,5;42,64;565;711;0,1;0;0;0;0;0;0;0
13/02/2024 13:00;0;1,5;269;24,4;34,6;564;911;0;0;0;0;0;19;0;0
13/02/2024 14:00;0;1,3;306;25;32,84;563;570;0;26,1;7;6,2;13,1;17;0,2;0
13/02/2024 15:00;28;1,3;284;24,5;32,52;563;343;0;24,1;1,4;2,2;3,6;11;0,18;0
13/02/2024 16:00;87;2,4;269;21,4;50,26;563;95;0;35,6;0,5;5,1;5,6;35;0,29;0
13/02/2024 17:00;80;2,6;253;19,7;60,48;563;62;0;30,4;0,5;7,5;8;28;0,28;0
13/02/2024 18:00;55;1,4;219;18,3;67,16;563;53;3,6;22;1,3;11,3;12,6;35;0,33;0
13/02/2024 19:00;44;1,3;96;14,6;75,44;564;0;10,4;5,5;20,2;25,6;45,7;21;0,6;0
13/02/2024 20:00;41;1;114;14,2;78,88;564;0;0;2,9;18,5;25,2;43,7;25;0,49;0
13/02/2024 21:00;48;1,5;115;14,6;77,88;565;0;0;7,8;7,1;14,7;21,8;20;0,27;0
13/02/2024 22:00;36;1,1;196;14,5;75,07;565;0;0;9,3;3,5;9,2;12,7;19;0,24;0
13/02/2024 23:00;30;0,6;317;13,2;77,57;565;0;0;7,6;0,6;7,3;7,8;19;0,22;0
14/02/2024 0:00;33;1,2;187;13;80,32;565;0;0;10,1;1,8;5,6;7,4;14;0,19;0
14/02/2024 1:00;35;0,9;284;13,8;76,89;565;0;0;9,3;6,7;7,4;14,1;14;0,21;0
14/02/2024 2:00;39;1,2;356;12,5;78,8;565;0;0;2,9;4,5;18,8;23,3;22;0,26;0
14/02/2024 3:00;38;0,8;313;12,1;80,76;565;0;0;4,8;3,3;14,3;17,6;23;0,21;0
14/02/2024 4:00;37;1,1;102;11,7;80,59;564;0;0;4,9;10,9;13,9;24,8;17;0,21;0
14/02/2024 5:00;31;1,8;92;12,1;79;564;0;0;8,9;7,5;11,4;18,9;15;0,19;0
14/02/2024 6:00;34;1,3;82;11,9;75,07;565;0;0;5,9;11,9;16,9;28,8;19;0,32;0
14/02/2024 7:00;55;0,9;50;11,3;77,33;565;10;0;1;47,4;26,4;73,8;29;0,73;0
14/02/2024 8:00;41;1,1;104;15,7;70,95;566;177;0;9,3;18,7;14,9;33,6;20;0,42;0
14/02/2024 9:00;36;1,7;101;19;52,83;566;434;0;14;5,9;5;10,9;18;0,23;0
14/02/2024 10:00;31;2,6;80;19,7;47,67;566;614;0;13,9;6,1;4,1;10,2;10;0,22;0
14/02/2024 11:00;33;2,6;87;19,5;46,68;566;533;0;13,9;5,9;4,4;10,3;12;0,22;0
14/02/2024 12:00;29;2,2;102;20,3;45,05;565;424;0;13,8;4,8;3,8;8,6;13;0,21;0
14/02/2024 13:00;38;2;130;20,1;45,83;565;364;0;14;4,8;4,7;9,5;10;0,23;0
14/02/2024 14:00;25;2,4;96;21,5;43,06;564;496;0;13,8;4;3;7;11;0,22;0
14/02/2024 15:00;34;2,8;46;20,3;46,16;564;302;0;12,2;7,6;6;13,6;19;0,3;0
14/02/2024 16:00;32;3,6;71;19,8;50,39;564;365;0;10;13;9,1;22,1;12;0,32;0
14/02/2024 17:00;39;3,7;70;16,2;58,21;564;68;0;9,8;10,8;9,6;20,5;16;0,41;0
14/02/2024 18:00;46;3,4;65;15,4;63,29;564;16;0;8,4;13,5;11,7;25,3;29;0,4;0
14/02/2024 19:00;38;2,5;78;15;64,68;565;0;0;8,2;8,7;10,8;19,5;18;0,42;0
14/02/2024 20:00;40;1,8;77;14,5;64,71;565;0;0;6,4;9,3;13;22,4;13;0,33;0
14/02/2024 21:00;34;2;72;14;65,25;565;0;0;7,2;8,7;12,1;20,8;17;0,29;0
14/02/2024 22:00;39;0,8;283;13,6;66,97;566;0;0;5,3;7,4;14,3;21,7;16;0,32;0
14/02/2024 23:00;24;0,9;103;13,5;68,35;566;0;0;6,8;3,9;12,1;16;12;0,27;0
15/02/2024 0:00;25;0,5;157;13,6;69,98;566;0;0;7,9;5,3;9,6;14,9;13;0,26;0
15/02/2024 1:00;34;0,5;170;12;73,41;565;0;0;1,8;13;19,4;32,3;18;0,3;0
15/02/2024 2:00;29;0,8;110;12,5;78,17;565;0;0;7,7;2,8;9,5;12,3;17;0,21;0
15/02/2024 3:00;27;1;88;13;75,19;564;0;0;10,1;1,4;5;6,3;14;0,2;0
15/02/2024 4:00;37;1;82;13;74,29;564;0;0;8;3;9,4;12,4;16;0,2;0
15/02/2024 5:00;36;1,6;86;13,3;73,55;565;0;0;6,8;9,6;15,3;25;20;0,26;0
15/02/2024 6:00;34;1,5;92;13,2;74,15;565;0;0;6,5;11,9;17,1;29,1;21;0,36;0
15/02/2024 7:00;37;1,1;20;13,1;75,31;565;9;0;6;11,7;18,6;30,3;20;0,48;0
15/02/2024 8:00;39;1,3;163;14,3;72,56;566;55;0;6,2;13,3;17,7;31;14;0,47;0
15/02/2024 9:00;29;1,3;100;15,6;66,62;566;90;0;9,5;9,3;11,4;20,6;12;0,34;0
15/02/2024 10:00;28;2,2;85;16,2;63,81;566;173;0;11;6,9;8;14,9;13;0,28;0
15/02/2024 11:00;31;2,5;61;18,4;58,93;566;357;0;12,1;5,1;4,8;9,9;14;0,26;0
15/02/2024 12:00;23;1,8;56;20,1;50,71;566;337;0;12,7;3,3;2,8;6,1;9;0,23;0
15/02/2024 13:00;21;2,9;55;19,7;50,83;565;301;0;11,7;4,5;3,2;7,7;14;0,25;0
15/02/2024 14:00;23;2,3;86;18,7;54;565;155;0;10,6;5,7;5,1;10,7;10;0,28;0
15/02/2024 15:00;37;1,5;114;20,5;50,99;564;305;0;11;4,8;4,9;9,7;9;0,25;0
15/02/2024 16:00;42;2,7;50;20;49,22;564;183;0;8,8;10,5;8,6;19,1;18;0,47;0
15/02/2024 17:00;24;2,2;93;19,8;54,68;564;162;0;9,2;9,4;8,1;17,6;13;0,32;0
15/02/2024 18:00;30;2;94;18,4;52,94;564;60;0;8,3;8,6;9,9;18,5;10;0,34;0
15/02/2024 19:00;27;1,8;101;16,4;59,55;564;0;0;6,9;9,9;12,8;22,7;14;0,37;0
15/02/2024 20:00;43;1,4;98;15,5;65,75;565;0;0;6;8,7;13,9;22,6;18;0,35;0
15/02/2024 21:00;26;1;145;14,1;68,62;565;0;0;6,2;5,5;11,9;17,3;12;0,29;0
15/02/2024 22:00;25;1;70;13,4;75;566;0;0;6,4;3,9;11,3;15,2;11;0,29;0
15/02/2024 23:00;24;0,6;332;13,2;77,29;566;0;0;3,2;3,6;14,5;18,1;8;0,31;0
16/02/2024 0:00;32;0,8;269;14,2;75,8;566;0;0;4,9;3,7;13;16,8;9;0,27;0
16/02/2024 1:00;31;0,9;41;14,1;74,61;565;0;0;7;2,6;8,5;11,1;14;0,22;0
16/02/2024 2:00;27;0,9;313;13,5;75,21;564;0;0;6,1;1,6;9,6;11,1;11;0,24;0
16/02/2024 3:00;22;0,5;297;12,3;78,69;564;0;0;0,9;2,7;15,7;18,4;12;0,3;0
16/02/2024 4:00;20;0,4;306;12,6;79,55;564;0;0;0,3;3,8;15,4;19,2;12;0,29;0
16/02/2024 5:00;32;0,5;303;13,2;79,24;564;0;0;2,3;13,1;16,2;29,3;16;0,27;0
16/02/2024 6:00;33;1,3;100;13,5;78,42;564;0;0;3;21,2;18,2;39,4;20;0,38;0
16/02/2024 7:00;35;1;91;13,2;79,31;564;7;0;2;26,7;20,6;47,4;20;0,63;0
16/02/2024 8:00;42;1,1;103;15,7;75,44;565;97;0;5;23,6;15,9;39,5;19;0,52;0
16/02/2024 9:00;39;1,7;121;17,9;63,26;565;231;0;8,1;10,2;8,4;18,6;7;0,31;0
16/02/2024 10:00;19;2,7;106;17,9;60,42;565;243;0;9,5;6,7;4,7;11,4;6;0,26;0
16/02/2024 11:00;36;1,9;129;18,2;60,52;565;162;0;8,8;6,1;5,3;11,3;7;0,26;0
16/02/2024 12:00;31;2,5;167;19,4;56,93;565;251;0;9,1;6,8;6,1;12,9;7;0,28;0
16/02/2024 13:00;38;4,3;175;19,4;56,13;564;427;0;10,5;5,1;4,3;9,3;7;0,27;0
16/02/2024 14:00;30;4,2;170;20,4;51,98;564;589;0;10,8;5,1;3,2;8,3;7;0,26;0
16/02/2024 15:00;30;4;177;20,2;53,57;563;438;0;9,9;6,2;5,3;11,5;9;0,28;0
16/02/2024 16:00;27;2,2;136;21,1;51,89;563;311;0;9,5;7,5;6,1;13,6;9;0,3;0
16/02/2024 17:00;25;2;109;19,9;52,67;563;136;0;8,1;7,9;7,3;15,2;13;0,33;0
16/02/2024 18:00;16;1,7;98;17,7;60,03;563;29;0;6,5;9,4;10,5;20;9;0,38;0
16/02/2024 19:00;21;1,1;162;16,2;66,16;564;0;0;7;5,1;10,4;15,5;6;0,32;0
16/02/2024 20:00;14;1;160;15,6;70,01;564;0;0;8,3;1,9;5,8;7,7;5;0,26;0
16/02/2024 21:00;20;1,1;102;14,8;72,67;565;0;0;7,5;2,4;7,3;9,7;4;0,27;0
16/02/2024 22:00;18;1,1;103;14,9;73,21;565;0;0;6,9;4,9;9,8;14,7;4;0,31;0
16/02/2024 23:00;21;0,7;53;14,2;73,94;565;0;0;2,6;10,7;18,4;29,1;12;0,4;0
17/02/2024 0:00;15;0,7;316;14,2;73,6;565;0;0;7;2;9,7;11,7;7;0,26;0
17/02/2024 1:00;14;0,7;258;14,1;73,4;565;0;0;6,2;3,6;10,8;14,4;5;0,25;0
17/02/2024 2:00;16;0,7;155;13,9;73,59;564;0;0;8,1;2;6,6;8,5;4;0,22;0
17/02/2024 3:00;15;0,7;344;13,8;74,67;564;0;0;7,7;1,4;6,5;7,8;4;0,22;0
17/02/2024 4:00;13;0,8;291;13,6;74,37;564;0;0;8,2;0,1;3,2;3,3;6;0,19;0
17/02/2024 5:00;19;1,1;329;12,8;76,96;564;0;0;3,5;2,7;11,3;14;6;0,22;0
17/02/2024 6:00;38;1,1;10;12,4;79,79;564;0;0;0,6;29,6;20,1;49,7;17;0,36;0
17/02/2024 7:00;43;0,6;345;12,9;79,84;564;7;0;1,1;34,1;20,8;54,9;23;0,53;0
17/02/2024 8:00;40;0,8;102;14,5;76,34;565;52;0;2,8;26,8;15,8;42,6;15;0,61;0
17/02/2024 9:00;31;1,4;109;16,3;65,75;565;136;0;7,6;7,5;6,9;14,4;10;0,29;0
17/02/2024 10:00;20;1,8;98;17,5;58,03;566;298;0;9,9;6;4,7;10,7;10;0,25;0
17/02/2024 11:00;23;1,9;112;18,7;55,04;565;272;0;10,6;4,2;3,1;7,3;6;0,23;0
17/02/2024 12:00;25;1,9;133;19,1;52,44;565;254;0;10,8;4,9;4,4;9,3;7;0,26;0
17/02/2024 13:00;32;2,4;137;19,7;52,07;565;417;0;10,5;5,1;3,5;8,6;6;0,27;0
17/02/2024 14:00;30;2,2;136;21,5;47,37;564;716;0;11;3,7;1,8;5,5;6;0,24;0
17/02/2024 15:00;27;2,4;137;22,1;44,27;563;635;0;10,8;4,5;2,6;7,1;11;0,25;0
17/02/2024 16:00;29;2,3;155;22;43,24;563;405;0;10,4;3,3;1,8;5,1;9;0,23;0
17/02/2024 17:00;22;1,9;129;21,4;45,42;563;202;0;9,6;3,7;3,2;7;9;0,25;0
17/02/2024 18:00;22;1,5;130;18,6;52,12;563;36;0;7,7;4,7;7,3;12;8;0,31;0
17/02/2024 19:00;28;1,3;113;16;62,07;564;0;0;7;3,9;8,5;12,3;11;0,3;0
17/02/2024 20:00;25;1,5;115;14,9;67,92;564;0;0;7,1;4,8;9,1;13,8;15;0,32;0
17/02/2024 21:00;32;0,8;4;13,9;70,75;565;0;0;4,5;4,7;11,7;16,3;10;0,33;0
17/02/2024 22:00;24;0,7;294;12,4;75,01;565;0;0;2,8;0,9;11,9;12,8;9;0,32;0
17/02/2024 23:00;33;1;278;11,6;78,92;565;0;0;0,6;3,4;16,7;20,1;15;0,34;0
18/02/2024 0:00;33;0,9;321;10,7;79,98;565;0;0;0,4;6,9;16,6;23,5;12;0,38;0
18/02/2024 1:00;38;1,1;334;10,1;82,88;565;0;0;0;24,7;17,3;42;20;0,58;0
18/02/2024 2:00;28;0,6;302;9,4;83,04;565;0;0;0,2;36,1;15,6;51,7;16;0,62;0
18/02/2024 3:00;23;0,4;308;8,3;83,03;564;0;0;0,1;52,4;12,8;65,1;11;0,72;0
18/02/2024 4:00;31;0,4;319;7,3;82,97;564;0;0;0,2;78,7;12,1;90,8;16;0,89;0
18/02/2024 5:00;31;0,9;340;7,5;84,79;564;0;0;0;35,4;10,7;46,1;20;0,53;0
18/02/2024 6:00;18;1,1;349;7,5;85,91;565;0;0;0;14;9,2;23,3;8;0,35;0
18/02/2024 7:00;25;0,9;343;7,5;86;565;14;0;0,4;21,3;9,5;30,8;18;0,44;0
18/02/2024 8:00;39;1,4;339;9,5;87,05;566;116;0;1,5;42,5;11,5;53,9;26;0,53;0
18/02/2024 9:00;27;1,5;352;16,9;79,08;566;431;0;5,5;19,9;6,2;26,1;17;0,37;0
18/02/2024 10:00;21;1,5;136;19,6;55,27;566;367;0;9,3;2,8;1,3;4,1;14;0,24;0
18/02/2024 11:00;26;1,9;160;20,9;50,55;566;598;0;11,8;1,8;1;2,8;10;0,24;0
18/02/2024 12:00;26;2,4;177;20,8;45,49;565;294;0;13,7;1,1;0,7;1,8;15;0,24;0
18/02/2024 13:00;23;2,7;179;22,4;45,23;565;691;0;13,8;1,3;1,2;2,5;13;0,24;0
18/02/2024 14:00;25;2,2;235;24,7;37,92;564;690;0;15,1;0,6;0,1;0,7;8;0,21;0
18/02/2024 15:00;27;1,6;305;24,5;36,02;563;421;0;18;0,4;0,1;0,5;6;0,21;0
18/02/2024 16:00;28;2,2;281;24,7;38,51;563;394;0;20,4;0,3;0,6;0,9;17;0,23;0
18/02/2024 17:00;48;4,4;264;21,7;51,45;563;285;0;22,7;0,3;1,1;1,5;17;0,25;0
